Topic,Answer,Band
Learning about the past has no value for those of us living in the present. Do you agree or disagree?,"People live in the present. They plan for and worry about the future. History, however, is the study of the past. It is undeniable that learning about past has its value. It will help us understand people and societies, and it will help us understand changes and how the society we live in came to be.In the first place, history offers tons of information about how people and societies behave. For example, how can we evaluate war at peace time without historical materials? How can we understand the influence of technological innovation, or the role that beliefs play in shaping family life, without using the experiences? Consequently, history as our laboratory, and data from the past must serve as our most vital evidence to figure out why our complex species behaves as it does in social settings. That is why we cannot stay without history: it offers evidential base for the contemplation of how societies function, and people need to have some sense of how societies function to run in own lives.The second reason why history is inescapable as a subject of study follows closely on the first. The past causes the present, and so does the future. Any time we try to know why something happened—whether a shift in political party, a major change in suicide rate, or a war in the Balkans or the Middle East—we have to look for factors that took shape earlier. Only through studying history can we grasp how things change. Only through history can we begin to comprehend changes；and only through history can we understand what elements of an institution or a society persist despite change.In conclusion, I totally disagree with the argument that learning about the past has no value for those of us living in the present.",8
"When people move to another country, some of them decide to follow the customs of the new country. Others prefer to keep their own customs. Compare these two choices. Which one do you prefer?","When people move to another country, they not only face a different environment and language, but also different customs. Every culture has its own customs, and all of them are valuable. However, deciding how to deal with the problems of unfamiliar customs is a challenge for many immigrants. Some choose to follow the customs of their new country,while others prefer to adhere to their own customs. Each of these choices has some advantages as explained below.When people choose to follow the customs of their adopted country, they may find that it helps them to adapt more quickly to the new society. They have something to discuss and share with their new neighbours, and sharing customs is one way for people to feel closer to one another. Thus, following the new customs may help immigrants feel more at home. It may also help them to see the positive things in their new environment and to forget their feelings of homesickness.On the other hand, those who choose to continue following their own customs may also find that it helps them feel more at home. There are many things to adjust to in another country, and following their traditional customs may help people feel more secure in the new surroundings. More importantly, our customs are a part of us. They are an expression of the culture that has shaped us. This is something that most of us would like to pass down to our children and share with others. Sharing our old customs can also bring us closer to our new neighbours.To sum up, our customs have value and are an important part of our culture. Therefore, I don't believe that we should abandon our traditional customs when we move to another country. At the same time, I believe that we should learn about the customs of our new home and follow those that appeal to us. In this way, we can remember and celebrate our old culture while adapting to our new one.",8
Some people think visitors to others countries should imitate local customs and behaviours. Some people disagree; they think the host country should welcome cultural differences. What do you think?,"The tourist trade is booming. Systems of communication by air, sea and land make it possible for us to visit each other's countries at a moderate cost. Some people think that, when we are in a foreign country, we should maintain our own cultural custom. Others hold that we should try our best to communicate with the local people. As far as I am able to judge, I am for the latter opinion.The aim of travel is not only for relaxation and sightseeing but also for understanding. With the frequent contact between people from different places and different nations, the exchange of culture and science is sure to be promoted. It may lead to a better understanding of people all over the world.Unfortunately many tourists deliberately protect themselves from too much contact with the local people. They live at international hotels and a strict schedule makes it impossible for them to wander off on their own; and anyway, language is always a barrier, so they are only too happy to be protected in this way.The sad thing about this situation is that it leads to the persistence of national stereotypes. We do not see the people of other nations as they really are, but as we have been brought up to believe they are. When we travel abroad, we should make as many friends as possible with local people, learn the local culture and respect the local custom. Then we will find how absurd and harmful national stereotypes are.Stereotypes can be positively dangerous. They stir up racial discrimination and blind us to the basic fact that all people are human. We are all similar to each other and at the same time all unique.",8
"Some people believe that when a country begins to develop its science and technology, the traditional technology and methods are bound to die out. Therefore, the maintenance of the traditional technology and methods is futile. What do you think?","Recently, the issue regarding the future of traditional technology and methods in the midst of the rapid development of science and technology has been in the limelight. Some people argue that the traditional technology and methods are bound to die out, hence the futility of maintaining them. On the other hand, some people firmly believe that the traditional technology and method will survive the technological revolution. As far as I am concerned, the latter opinion carries more weight.For one thing, being traditional is quite different from being out of date or obsolete. Tradition is what we inherit from our forefathers, and its being handed down from generation to generation itself proves its capacity to survive. Only those things that have weathered arduous trials time after time can be called tradition; otherwise, they are something obsolete.For another, the survival of traditional technology and methods does not mean that they linger on in a steadily worsening condition. On the contrary, their existence tends to propel and even accelerate the development of science and technology. If we compare the development of science and technology to the construction of a modern building, the traditional technology and methods can be likened to the foundation. Without a solid foundation, the building is destined to collapseIn addition, the development of science and technology originates in traditional technology and methods. Thus, development itself does not exclude tradition, but requires its assistance.In a word, development and technological renovation can only be accomplished on the basis of traditional technology and methods. From what has been discussed above, we may safely arrive at the conclusion that traditional technology and methods are far from obsolete, and are bound to contribute more to the development of science and technology.",8
"With the development of society, customs and habits have changed a lot. Is it a good or bad phenomenon? What's your opinion?","With the development of society, customs and habits have changed a lot. For example, Chinese people used to have the habit of calling on each other or exchanging presents during festivals, but with the modern conveniences and facilities such as the telephone and the computer and people's greater concern for privacy, they would choose to communicate by telephone or e-mail now. Are these changes good or bad?People who oppose the changes hold that some long-cherished precious traditions are lost with the changes of customs and habits such as the above-mentioned examples. Despite the conveniences, modern technology also brings side effects. Modern people are more and more isolated and indifferent to each other. Furthermore, these people are worried that changes of customs and habits imply the betrayal of our forefathers, our past, and our history. They also point out that people are morally deteriorating with the loss of tradition. Material gains are much valued than spiritual ones, which may eventually give rise to a national crisis.Indeed, the changes of customs and habits have many disadvantages, but in the meantime there exist advantages to these changes. Firstly, some customs and habits came into being only because of people's superstition and ignorance. This kind of customs has brought more harm than good to the society and the nation. The customs of giving lucky money in the Spring Festival and holding large dinner parties at wedding lay a heavy economic burden on people. Secondly, many old-fashioned customs do not respect human rights and distort human nature. Even today some Arabic countries still keep the customs of killing the female family members who are sexually abused by villains, for the disgrace they bring to the family.In conclusion, I think it is a good phenomenon that customs and habits have changed. New customs and habits can make people's communication more efficient, and they allow people to communicate with each other in an equal, natural and simple manner. New customs and habits have created more opportunities for women such as education, employment and management. With the advance of society, all people will enjoy a better life.",8
"Now many people are forgetting their history and culture, so some people suggest that we should encourage people to wear their traditional clothing every day. Do you agree?","Some people suggest that we should wear our traditional clothing every day, since many people are forgetting history and culture. As far as I am concerned, this proposal seems a bit absurd and ridiculous.Nobody should ignore and forget our brilliant history and gorgeous culture. Without doubt, traditional clothing is part of our cultural heritage as well as a symbol of our civilization. In many people's eyes, the traditional clothing is elegant and graceful, with which I am totally in agreement. But it doesn't mean that old-fashioned dresses are suitable for our work and life in the present-day modern society.We are living in a brand new era, full of challenges and opportunities. With the tempo of people's living and working speeding up, people have to hurry up to work on weekdays, and go outdoors to exercise or relax themselves on weekends; therefore there are different sorts of clothes for different functions and occasions. Furthermore, it is a superficial way to encourage people to wear traditional clothes with the aim of remembering history and culture. I don't think it works as some advocates expect.The campaign to make sure not to forget our history and culture calls for long-term efforts. People can be better cultivated through comprehensive education in history and culture. When people are learning more about history and culture, their pride and curiosity will be aroused. I believe that this kind of education will play a crucial role in keeping people remembering the past and benefit the future generations. Moreover, we should adopt a correct attitude toward the past, that is to say, to absorb the essence and reject the dross.In a word, I can hardly share the proposal that people should be encouraged to wear the traditional clothing every day in order to preserve history and culture. However, on some special occasions such as during Chinese traditional festivals, it is acceptable to wear traditional costumes, which adds colour to the festivity.",8
"Nowadays, the trend of fashion changes very rapidly, and gradually people become the slaves of it. Some people think that a person should choose comfortable clothes, which he or she likes, regardless of fashion, do you agree? Write an essay to state your opinion.","One of the most fickle things in modern society is fashion. Fashion leaders are constantly inventing new trends in clothing and decoration, and consequently a great amount of time and money is spent on this endless pursuit. To correct this human feeling, some people advocate that one should wear comfortable clothes which are in line with one's personal taste. To me, this is a very sensible idea.We all admit that clothing should be able to illustrate a person's individual characteristics. Everyone has the right to seek his or her unique style, instead of surrendering to the latest fashion. If you want to be different from others, you should not follow the fashion; you should have your own style. Following the latest fashion trend only makes you a tiny drop in an ocean of people.At the same time, we should be clear that the basic function of clothing is to keep us warm and comfortable; therefore, it is stupid to choose clothes which may be pleasant to our eyes, but are tortured to wear. The impression we make on others is often important, but it can never be important enough to make us willingly undergo discomfort.In a word, it is unwise to follow the trend of fashion aimlessly. To be relaxed, modern people, we should form our own style and wear clothes that make us comfortable and self-confident.",8
"Modern buildings are appearing in large numbers, some people believe that we should build our buildings in traditional styles. To what extent do you agree or disagree?","Large cities in the world are just construction sites all year round and many modern buildings, especially skyscrapers with glass walls, are being erected here and there. Buildings in traditional styles have given way to all these modern giants. From my own perspective, this is an avoidable trend if we wish to house more people and host more offices as more and more people are swarming into cities.In the first place, modern buildings can house more people and host more offices. We know that a modern building can be as high as over 100 stories, thus, with the same land base, far more rooms are created by directing the construction upward. This is particularly necessary when we take into consideration the fact that the population explosion has made large cities more crowded than ever before and land prices are rocketing to ever broken records with each passing year.In the second place, modern buildings can make valuable tourist resources. In fact, many skyscrapers have become the symbols of some metropolis around the world and a visit to them becomes a must. For example, the Oriental Pearl Television Tower and the Jinmao Tower, two symbols of Shanghai with a height of over 400 meters, have attracted millions of visitors every year, bring in a huge amount of money.Admittedly, traditional buildings have their own advantages when compared with modern concrete structures. They are more like homes, cozier and more convenient. There is no need for one to press a button and then wait for a long time in order to be elevated to a certain story or vice versa. And people don't have to worry about a power failure which will bring so much trouble to going up and down. However, it would be a mere fantasy to expect large cities to develop in such a way with available land areas shrinking at amazing rates nowadays.Therefore, building more modern buildings in our cities seems to be the only way out in providing more rooms for city dwellers and all kinds of business firms and offices.",8
What are your opinions about the advantages and disadvantages of "fast food" and "traditional food"?,"When we talk about fast food, we are referring to food such as hamburgers, chips, etc., that can be cooked easily, and is generally sold by restaurants to be eaten quickly or taken away, while traditional food"" is elaborately prepared, usually at home, using traditional methods.Fast food, as its name implies, is usually quick to prepare. When making sandwiches, for example, you take a slice of ham plus two pieces of bread and put them together-that's all there is to it. This presents a great advantage in this fast-moving modern society. It saves you a lot of time, so that you can devote more energy to your work and gain a competitive edge. Moreover, sandwiches are easy to make, and you don't have to be a good cook to prepare your lunch or dinner. The ingredients are ready-made, and all you have to do is to put them together. However, some people frown on fast food, believing that it is less tasty and less nutritious. Some people even call fast food ""junk food.""On the other hand, traditional foods generally involve elaborate preparations. Because of all the efforts you invest in the preparation of such meals, they usually look and taste better, which may enhance your appetite. The cooking of traditional food accommodates a number of factors, such as color, smell and taste, and most importantly, nutrition. Besides, the cuisine that is related to traditional food is part of any culture. But the cooking of traditional food tends to be time-consuming, involves the use of utensils and takes time to learn. On top of all this, traditional meals are usually much more expensive than fast food.Fast food started out as an expedient to cater to those who can't afford the time to cook or the expense of traditional food. Now it has become part of our life. Like it or not, it is here to stay. On the other hand, traditional food is an inalienable part of our culture, which we can't afford to give up. So, all in all, the co-existence of the two kinds of foods only makes our life more colorful.""",8
"Several languages are dying out every year. However, some people do not think it is important and claim that our life will be simpler with fewer languages. To what extent do you agree or disagree?","Language extinction is so alarming that it has elicited a heated discussion. As for me, I doubt that our life will be simplified and beautified as some languages lose popularity.Admittedly, various communication tools have inevitably posed a severe threat to a smooth and harmonious exchange among distinct countries where languages are differentiated. As a result, maybe misunderstanding or even conflict will ensue due to lack of a thorough understanding. However, resorting to depriving some languages of existence to solve that problem of communication is far from a perfect methodology.As we know, language is the representative of a nation's particular culture, so the disappearance of the former will lead to a void culture. A language, no matter oral or written, is a definite carrier of fantastic and shimmery civilization accumulated after a series of generations of a country, hence certifying the substantial power of culture. How can we tolerate the extinction of language, or specifically culture? Moreover, what culture signifies is the characteristic root of a nation. Language dying gradually out means a rootless culture, so a nation will be not an entity in a true sense.Furthermore, if there are only a small number of languages in the world, how monotonous it is! Each language is the embodiment of the essence of a race, which is absolutely distinctive from others.It is the charismatic attraction of various languages that spice up the whole world and thus traveling to the different is the favorite to modern people. Let us imagine what will happen if several or only one language can be heard wherever we go. It is terrible indeed.From the above-mentioned discussion, it is conceded that language dying out is beneficial to our life to some extent, yet I am convinced that the drawbacks of the phenomenon have overshadowed the advantages offered. It is not, or will not be reasonable to sacrifice language to attain a smooth communication.",8
What are the reasons for losing a variety of languages and cultures?,"Nowadays people all over the world, especially the young people seem to live in the same way. They drink Coco-Cola, eat McDonald's hamburgers, and see the movies such as Star Wars, made by Hollywood. Instead of their own country's traditional festivals, they even celebrate the Christmas. It is an undeniable fact that we are losing the variety of language and culture. In my opinion, there are two main reasons.The alarming increase of people's enthusiasm of learning English accounts mainly for this issue. In China, the number of people who study English is on the rise. For going abroad or seeking for a good career, some university students even spend more than half of their studying time on this foreign language. As a result, they neglect the learning of their own country's language and culture. They have little time to read books, magazines and newspapers written in Chinese, their own national language. No matter whether their English is fluent or not, they cannot express their ideas in Chinese very well. I am one of them. When I prepare for IELSTS writing, faced with some topics, within 40 minutes, I even fail to write them in Chinese.The loss of variety of language and culture also attributes to the development of tourism. The tourist trade is booming. Superb systems of communication by air, sea and land make it possible for us to visit each other's countries at a moderate cost. What was once the grand tour"", reserved for only the very rich, is now within everybody's grasp.Therefore, a greater understanding develops between the nations of the world. That is to say, while the foreign ways introduced by travelers have a deep influence on the local people, the visitors are also deeply influenced by the local culture.Flowers with different colors make a garden more beautiful. Thus, effective measures must be taken to deal with the loss of variety of language and culture.""",8
Do you think there is the necessity of creating a new global language? Give specific reasons and examples.,"Maybe there are people who believe that there is the necessity of creating a new world language. They may also give all kinds of reasons for doing so. However, no matter how sound these reasons are, I'm convinced I won't accept them. Let me convey my mind more clearly: I don't think there's any necessity to create a global language.First of all, English has, in fact, become a global language. Nowadays, English-speaking countries are the most developed in almost every aspect and English has accordingly become the most influential language in the world. Statistics show that English accounts for80% of the world's entertainment language such as movies, television and music. It also takes up 75% of the world's IT language. It can be said that there are a large proportion of people in almost every country around the world who are learning English for reasons ranging from job hunting considerations to international-exchange necessities. There's no exaggeration that people who don't know English will find it increasingly difficult to survive.Moreover, facts have proved that it is extremely time and energy consuming to learn a new language. In fact, someone has long created one and has made great efforts for people to learn to use it. It is Esperanto. However, this effort has turned out to be in vain because not too many people really learnt it or used it. Why so? The reason is simple: any foreign language needs years of industrious efforts to learn well with the only exception of one's mother tongue, which is usually acquired in a natural manner and in a natural environment.All in all, it is just unwise to create a new world language.",8
"At present many people think that one language should be used as the common language, but others think that by doing so the cultures of different nations will be lost. What do you think of these two opinions?","These days, there is an increasing number of scholars who hold the opinion that, with the development of globalization, we need a common language to be spoken by all the people in the world, however other scholars are afraid that this will weaken other languages and cultures at the same time. As for me, I am not in favor of the viewpoint that one language should replace others as the common one.In the first place, nowadays it is universally acknowledged that language is not only a tool of communication but also a kind of art. Each language, no matter what kind of language it is, it has its unique pronunciation, grammar and expressions, which contribute to the diversity of the world. So, if the diverse languages are diminished, our world will become less colorful.In the second place, we can say that language is a part of culture, and plays a considerably important role in it. Indeed, some social scientists consider it the keystone of culture. Without language, so the argument goes, culture would not be possible. On the other hand, language is influenced and shaped by culture; it reflects culture. In the broadest sense, language is the symbolic representation of a people, and it comprises their historical and cultural backgrounds as well as their approach to life and their ways of living and thinking. Cultures differ from one another, and each culture is unique. There is no denying the fact it will be a disaster for us to see the world's diverse cultures disappear one by one.When all the factors are examined, we may safely come to the conclusion that although we are convinced that, no matter what our career choice is, a command of foreign languages is an important skill to acquire, yet we should protect our own language, the carrier of our culture.",8
"Differences between countries have become less evident. For example, nowadays the same films, fashions, brands and TV programs are found worldwide. To what extent do you think the disadvantages of this outweigh its advantages?","Globalization creates conditions for widening international exchanges and strengthening mutual understanding between nations. It expands cultural, educational, and scientific cooperation between countries. It encourages the process of modernization and the enrichment of national culture. However, I believe the disadvantages of this outweigh its advantages.Globalization creates the possible danger of diminishing the national culture and exerts a negative impact on the preservation of national identity. Through globalization and an open door policy, erroneous concepts and a lowering of ethical standards, a selfish andindividualistic lifestyle and harmful cultural products can easily be imported into the country. At present, modern information technology which in the main is controlled by US is hourly and intensively disseminating US ideology, way of life, and culture across the world. Even US food is promoted so that some people consider globalization as global Americanization.During the process of economic globalization, inequality between developed and developing countries has been increasing and the gap between the rich and the poor has become wider. Globalization goes to assist developed countries. Globalization does not pose equal interests and risks to all nations. With an overwhelming advantage compared with most of the developing countries in terms of finance and the level of science and technology, developed capitalist countries control the situation of economic globalization.For these reasons, globalization is a fierce and complicated struggle in both cultural and ideological fields. As the proverb says, fire is a good servant, but a bad master. We take the initiative in international economic integration but also have to take the initiative in fighting to prevent our distinct culture from cross-bred phenomena.",8
Will the popularity of English and tourism harm the minorities and minor languages?,"Economic globalization benefits the world immensely, especially the prosperity of tourism. As a result, the cultures, languages and customs in the minorities are not mysterious to the world any more, which should be attributed to the popularity of tourism.It is a consensus that tourism can stimulate the economic development in a region, since tourism plays an important role in the acceleration of the improvement of service, such as transportation, accommodation, catering and other marginal business. With a view to attracting more tourists, the minority regions have to consider how to improve their image and service, during the course of which they can have an overall plan to promote the status of their region. Nowadays, many people travel for minority regions to satisfy their curiosity, where they can have unexpected findings.Furthermore, tourism can strengthen the interflow of cultures and traditions between the people in different regions. Trips to minority countries and regions render people a lot of new cultures and customs, which, presumably, have been handed down from old ages and enjoyed very splendid history. Formerly, people can only get some segments about the minorities from videos, films and other incomplete descriptions on books. Now, tourists have more opportunities to communicate or even live with the minority people and acquire first-hand knowledge about them, which provides the researchers with a lot of authentic information.Admittedly, tourism damages the natural environment in some minority regions and spoils the peaceful life of them to some degree due to their frequent activities in the minority regions, the environment being deteriorated in some regions, which is not what we expected.Generally, the popularity of English and tourism brings more advantages than damage to the minority regions, since it has enriched people's knowledge and widened their horizons. But meanwhile, we should be on the alert for the damage to the minority regions and take effective means to tackle the problems tourism arouses.",8
International tourism has become one of the biggest industries in the world. Some people think it unfortunately causes a lot of tension rather than understanding between people from different cultures. To what extent do you agree or disagree?,"The ever-increasing living standards make it possible that people can travel abroad, appreciating fascinating exotic cultures. Some people, however, point out that this exchange exerts a more negative impact on the relationship among people with different cultures and people tend to be more hostile towards each other. As for this assertion, I am rather doubtful.It is generally agreed that the booming tourist industry can boost local economic development considerably. When people travel to a place of attraction, they will visit local shops, dine in restaurants and seek accommodations, which not only provides opportunities of making money, but also improves employment rate. If tourists can bring such benefits to host countries, then there is no doubt that they are warmly welcome, and a mutual understanding is likely to be established.Moreover, through international travel, the platform of exchange can further tolerate feelings among different people. For example, when foreigners come to China, perhaps they will be startled when people greet each other with Have you dined?"", but gradually they know the true meaning is nothing more than a common concern showing social politeness. If similar phenomena occur frequently, so-called misunderstanding or culture shock will definitely come into non-existence.Granted, international travel contains the potential threats such as environmental pollution and violation of cultural tattoos, which maybe tarnish tourist images. It is true that some travelers lack the awareness of environmental protection, throwing away rubbish anywhere they go. Meanwhile, due to being blind to local traditional customs, some people even arouse strong enmity from people in destination. Those undesirable practices, nevertheless, can be corrected through suitable education.Overall, with the need to know more about the rest of the world and the high mobility modern transportation ensures, more people love international tourism. After all, travel is an indispensable part of human life.""",8
Sports events such as the World Cup may help reduce the tension between and bias towards countries. Discuss.,"There is no doubt in my mind that sports events which pit one country's athletes against another's can promote world peace. For one thing, they channel aggressive instincts into harmless competitions. For another, the spirit of sportsmanship dictates that one's opponent is not one's enemy, but a partner whose opposition helps to raise the level of one's skill. Moreover, a defeated opponent is not to be despised but to be honored, so long as he or she has played the game fairly and made every effort to win.However, there is a dark side to international sports events these days. Many such competitions are funded by giant corporations, who regard them simply as advertising vehicles for their products. In addition, the pressure on top-class athletes to win is so great that they frequently resort to taking stimulants and other illegal drugs to enhance their performance. Another unfortunate result of this domination of sports by big money is that athletes from the poorer countries are seldom represented at the major world competitions.This leads me to the conclusion that we should strongly support the Olympic Games, and make sure that money does not corrupt this international goodwill sports gathering. Everyone agrees that the Olympics are a shining example of how friendly rivalry can dissolve tensions between countries and promote harmony between their peoples. In this regard, it is important that the Games should be distributed more fairly among the countries of the world.",8
Some people propose that smoking should be banned. Do you agree or disagree?,"Smoking is a social problem we are trying to solve. Some people suggest that the government should ban smoking. Indeed, smoking is detrimental to people's health and it violates the rights and freedom of nonsmokers. However, in my opinion, smoking should not be banned for the following reasons.First of all, tobacco is a wonderful commodity to tax. It contributes much to the government's revenue. For example, the government of Britain collects enough from smokers to pay for its entire educational facilities. If smoking is banned, there will be a great drop in the government's income. In addition, more serious social problems will arise, such as unemployment, because tobacco industry employs a lot of workers.Those who strongly approve of the ban lay too much emphasis on the rights of nonsmokers. They ignore smokers' rights. Smoking is just a personal hobby and amusement. It is a kind of lifestyle. It is a stress reliever and can bring great pleasure to smokers. On the contrary, for smokers, nothing seems more difficult and painful than giving up the habit.We must admit that smoking is harmful to people's health. However, the harm that smoking brings to people's health is exaggerated. As long as we smoke in moderation, it will not cause great harm to our body. Take Mr. Churchill as an example. He both smoked and enjoyed a long life.To sum up, I do not think that smoking should be banned. The tobacco industry makes a large contribution to the government's economy. Smoking also brings smokers many psychological benefits. Moreover, there is no evidence showing the direct link between smoking and any fatal diseases.",8
Some businesses now say that no one can smoke cigarettes in any of their offices. Some governments have banned smoking in all public paces. This is a good idea but it also takes away some of our freedom. Do you agree or disagree?,"Currently, many governments have taken the lead in campaigns to eliminate smoking by banning smoking in public places, including restaurants, buses and trains. Now, an ever-growing number of private businesses are issuing regulations forbidding smoking by their employees in their offices. However, some sections of the populace say that, although they approve of the antismoking drive, the banning of smoking in offices is an attack on their freedom.It must be borne in mind that smoking is a health hazard which affects not only the smoker himself, but also all the people around them. In fact, doctors tell us that almost as many people contract diseases—even fatal ones—from breathing second-hand"" smoke, as smokers do.I am sure that I am not alone in stating that the hallmark of a civilized society is the willingness of citizens to give up some of their freedom for the common good. We all give up our freedom to walk in the roads which vehicles use, and the freedom to make loud noises at midnight which might disturb our neighbors. How much more sensible it is to give up the freedom of polluting the air that we must all breathe!The critics may be right, but is it necessarily a bad thing to surrender some of our freedom in this case? To my mind, the ban on smoking must be made as total as possible to have a positive impact on the health of the general public. Therefore, although the critics of the office smoking ban may be right logically, they are certainly wrong morally.""",8
"Some people say the government should not put money in the arts, such as music, opera and paintings, but instead should spend more money on construction of infrastructure. Discuss.","Nowadays, the government is planning to allocate more funds on the construction of artistic projects such as museums, art galleries and parks. However, critics complain that this money should be spent more wisely, say, for building up basic infrastructure. This has aroused a heated debate among the citizens.Some people contend that artistic and cultural projects will surely bring many advantages to the whole society. First of all, the projects can help people to cultivate a better taste for arts and enhance the sensitivity to beauty, thus enriching their spiritual life and upgrading their quality. A man does not live only by bread. Furthermore, these artistic projects are certainly not a money waster. They are potentially profitable. A beautiful city will attract more tourists, thereby boosting its economy. And the money so earned can be further used for the improvement of our standard of living, as well as for the construction of basic infrastructure.However, views on this issue vary from person to person. Some people hold that priority should be given to basic infrastructure. Nowadays many countries are still struggling to achieve modernization and many people are still living below the poverty line. It is without saying that it is difficult to enjoy cultural and leisure pursuits if one's physical needs are not satisfied. So, surely no one would disagree that it is unreasonable to spend government revenue on cultural projects while millions of people still do not have enough food and clothing.Personally I agree that more money should be spent on artistic and cultural projects. They contribute substantially to the landscaping of cities. It is shortsighted not to build them in our cities in the interest of saving money. They make good business sense.",8
"Some people said the government should not put money on building theatres and sports stadiums, and they should spend more money on medical care and education. Do you agree or disagree?","Some people are of the opinion that with the limited budget the government should invest money in medical care and education. As I see it, theatres and sports stadiums are as important as, if not more important than medical care and education. So I believe that it is sagacious to spend money on the construction of theatres and sports stadiums.Theatres can also play an important role in education. There are various forms of education and according to a survey people especially young children are more likely to receive education in the form of amusement. By watching plays, they are able to gradually learn how to adapt themselves to the society and how to communicate with others.Investment in sports stadiums is an active measure to improve people's health. If people's health is improved, we need not spend too much money on medical care and the money to be saved each year can be considerably great, considering the large number of people. So investing money in sports stadiums can save a lot of money in the long run.Theatres and sports stadiums have other practical uses. By watching plays in theatres, people can cultivate a better taste for arts and enhance the sensitivity to beauty, thus enriching their spiritual life and upgrading their quality. Do remember that a man does not live only by bread. Theatres also provide a kind of place of entertainment and recreation for common people to spend their leisure hours. Through sports activities, people can benefit both physically and mentally.Of course, medical care and education are also essential. However, with our current limited budget, I prefer the choice of investment in theatres and sports stadiums.",7
"Science and technology develops very fast in the current society. Some people think that the government should give financial support to the students who study science and technology; some others think the government should support the students who study arts, language and business. What's your opinion?","Our society owes a lot to the development of science and technology. The invention of automobiles shortens the distance of people's travel; the invention of airplanes makes the world become smaller; the invention of computers makes our work and study more efficient. All these should attribute to modern science and technology. But should the government only support the students in science financially and abandon the investment in study and research of other fields like arts, business administration and other humanity subjects? Personally, I don't agree to this opinion.Firstly, the development of arts and other humanity subjects helps us understand our society and gives people spiritual enjoyment. For example, philosophy helps us know our world and think in right ways; arts cultivate people's aesthetic talents and abilities and help people understand what is beautiful and what is ugly; literature gives people joys and sorrows, rendering people abundant imagination.Secondly, the development of arts and humanity subjects can help the development of science and technology. Facts prove that many scientists are also great artists. For example, Albert Einstein, the greatest scientist in the scientific history, was also a very good and professional violinist. Arts can help to cultivate people's thinking and imagination. That's the reason why the students in middle schools and universities are encouraged to develop artistic and literary interest.Thirdly, if the government only gives financial support to the students in science and technology, the students will look down upon arts and humanity subjects and choose to study science and technology. Then, no one will be interested in arts.To sum up, science and arts are complementary to each other. The government should put emphasis on both and encourage the students to choose what they like as their subject.",8
"Some people say that the government should pay for the health care and education of its citizens, but other people say that it is not the government's responsibility. What is your opinion?","There has long been a heated discussion about whether the government should shoulder the responsibilities for its people's basic expenses such as health care and education. Some people argue that yes, it's the government's unshakeable duty to do so. Others, by contrast, hold the opposite opinion. Personally, I choose to stand on the former side.To commence with, let's make clear what the government"" means. It is an institution representing its people's interest and benefits. A democratic government is, in Jefferson's words, ""of the people, for the people and by the people"". Apparently, health care and education both fall into the ring of people's fundamental interest, benefits and rights, thus for sure making a part of the unshakable duties of any government.Furthermore, to guarantee these two benefits is actually crucial to every nation's stability. This is because they are both long-lasting and are extremely costly. If one has to afford them independently, he or she will be forced to do a lot of savings, and will thus live in anxiety for a lengthy period until the day when bank saving is considered ""secure"", which is very likely to be in one's sixties. Therefore, if without these rudimentary benefits, our society will be running under tremendous pressure and insecurity. How can we expect it to develop smoothly and stably?Admittedly, it is also comprehensible for some people to hold the opposite view. They suppose that too much expenditure on these two fields will slow down a country's advancement and people will enjoy fewer benefits as a further consequence. True as it seems to be, these people still ignore one issue, that is, the existence of the government is to ensure that people live a better life. If some basic investment shrinks, it has undoubtedly to be considered negative regardless of whatever potential benefit it may bring about.All in all, it's the government's due and inescapable responsibility to bear people's health care and education expenses, both currently and in the longer term.""",8
